TIME,GEO,Value
2019W25,Schleswig-Holstein,643
2019W25,Th�ringen,495
2019W26,Germany (until 1990 former territory of the FRG),"17,918"
2019W26,Baden-W�rttemberg,"2,162"
2019W26,Bayern,"2,449"
2019W26,Berlin,648
2019W26,Brandenburg,617
2019W26,Bremen,123
2019W26,Hamburg,333
2019W26,Hessen,"1,272"
2019W26,Mecklenburg-Vorpommern,416
2019W26,Niedersachsen,"1,752"
2019W26,Nordrhein-Westfalen,"4,149"
2019W26,Rheinland-Pfalz,892
2019W26,Saarland,273
2019W26,Sachsen,"1,077"
2019W26,Sachsen-Anhalt,599
2019W26,Schleswig-Holstein,647
2019W26,Th�ringen,509
2019W27,Germany (until 1990 former territory of the FRG),"16,552"
2019W27,Baden-W�rttemberg,"2,111"
2019W27,Bayern,"2,389"
2019W27,Berlin,603
2019W27,Brandenburg,569
2019W27,Bremen,126
2019W27,Hamburg,300
2019W27,Hessen,"1,109"
2019W27,Mecklenburg-Vorpommern,361
2019W27,Niedersachsen,"1,631"
2019W27,Nordrhein-Westfalen,"3,53"
2019W27,Rheinland-Pfalz,856
2019W27,Saarland,259
2019W27,Sachsen,"1,028"
2019W27,Sachsen-Anhalt,531
2019W27,Schleswig-Holstein,639
2019W27,Th�ringen,510
2019W28,Germany (until 1990 former territory of the FRG),"16,319"
2019W28,Baden-W�rttemberg,"1,899"
2019W28,Bayern,"2,272"
2019W28,Berlin,623
2019W28,Brandenburg,583
2019W28,Bremen,131
2019W28,Hamburg,285
2019W28,Hessen,"1,158"
2019W28,Mecklenburg-Vorpommern,386
2019W28,Niedersachsen,"1,676"
2019W28,Nordrhein-Westfalen,"3,598"
2019W28,Rheinland-Pfalz,841
2019W28,Saarland,231
2019W28,Sachsen,973
2019W28,Sachsen-Anhalt,553
2019W28,Schleswig-Holstein,630
2019W28,Th�ringen,480
2019W29,Germany (until 1990 former territory of the FRG),"16,856"
2019W29,Baden-W�rttemberg,"1,985"
2019W29,Bayern,"2,423"
2019W29,Berlin,594
2019W29,Brandenburg,563
2019W29,Bremen,139
2019W29,Hamburg,308
2019W29,Hessen,"1,216"
2019W29,Mecklenburg-Vorpommern,408
2019W29,Niedersachsen,"1,682"
2019W29,Nordrhein-Westfalen,"3,646"
2019W29,Rheinland-Pfalz,871
2019W29,Saarland,253
2019W29,Sachsen,989
2019W29,Sachsen-Anhalt,600
2019W29,Schleswig-Holstein,650
2019W29,Th�ringen,529
2019W30,Germany (until 1990 former territory of the FRG),"19,63"
2019W30,Baden-W�rttemberg,"2,296"
2019W30,Bayern,"2,748"
2019W30,Berlin,646
2019W30,Brandenburg,625
2019W30,Bremen,178
2019W30,Hamburg,336
2019W30,Hessen,"1,385"
2019W30,Mecklenburg-Vorpommern,407
2019W30,Niedersachsen,"1,897"
2019W30,Nordrhein-Westfalen,"4,883"
2019W30,Rheinland-Pfalz,"1,023"
2019W30,Saarland,280
2019W30,Sachsen,"1,069"
2019W30,Sachsen-Anhalt,634
2019W30,Schleswig-Holstein,623
2019W30,Th�ringen,600
2019W31,Germany (until 1990 former territory of the FRG),"17,034"
2019W31,Baden-W�rttemberg,"1,963"
2019W31,Bayern,"2,439"
2019W31,Berlin,629
2019W31,Brandenburg,619
2019W31,Bremen,146
2019W31,Hamburg,316
2019W31,Hessen,"1,241"
2019W31,Mecklenburg-Vorpommern,357
2019W31,Niedersachsen,"1,723"
2019W31,Nordrhein-Westfalen,"3,812"
2019W31,Rheinland-Pfalz,819
2019W31,Saarland,228
2019W31,Sachsen,993
2019W31,Sachsen-Anhalt,585
2019W31,Schleswig-Holstein,646
2019W31,Th�ringen,518
2019W32,Germany (until 1990 former territory of the FRG),"16,54"
2019W32,Baden-W�rttemberg,"1,994"
2019W32,Bayern,"2,292"
2019W32,Berlin,620
2019W32,Brandenburg,559
2019W32,Bremen,141
2019W32,Hamburg,293
2019W32,Hessen,"1,196"
2019W32,Mecklenburg-Vorpommern,391
2019W32,Niedersachsen,"1,657"
2019W32,Nordrhein-Westfalen,"3,596"
2019W32,Rheinland-Pfalz,821
2019W32,Saarland,226
2019W32,Sachsen,998
2019W32,Sachsen-Anhalt,593
2019W32,Schleswig-Holstein,635
2019W32,Th�ringen,528
2019W33,Germany (until 1990 former territory of the FRG),"15,934"
2019W33,Baden-W�rttemberg,"1,855"
2019W33,Bayern,"2,211"
2019W33,Berlin,607
2019W33,Brandenburg,529
2019W33,Bremen,123
2019W33,Hamburg,322
2019W33,Hessen,"1,118"
2019W33,Mecklenburg-Vorpommern,404
2019W33,Niedersachsen,"1,606"
2019W33,Nordrhein-Westfalen,"3,484"
2019W33,Rheinland-Pfalz,771
2019W33,Saarland,240
2019W33,Sachsen,946
2019W33,Sachsen-Anhalt,556
2019W33,Schleswig-Holstein,639
2019W33,Th�ringen,523
2019W34,Germany (until 1990 former territory of the FRG),"16,263"
2019W34,Baden-W�rttemberg,"1,914"
2019W34,Bayern,"2,359"
2019W34,Berlin,600
2019W34,Brandenburg,541
2019W34,Bremen,130
2019W34,Hamburg,312
2019W34,Hessen,"1,143"
2019W34,Mecklenburg-Vorpommern,382
2019W34,Niedersachsen,"1,674"
2019W34,Nordrhein-Westfalen,"3,669"
2019W34,Rheinland-Pfalz,743
2019W34,Saarland,212
2019W34,Sachsen,"1,023"
2019W34,Sachsen-Anhalt,500
2019W34,Schleswig-Holstein,580
2019W34,Th�ringen,481
2019W35,Germany (until 1990 former territory of the FRG),"17,637"
2019W35,Baden-W�rttemberg,"2,032"
2019W35,Bayern,"2,468"
2019W35,Berlin,715
2019W35,Brandenburg,632
2019W35,Bremen,132
2019W35,Hamburg,332
2019W35,Hessen,"1,245"
2019W35,Mecklenburg-Vorpommern,429
2019W35,Niedersachsen,"1,726"
2019W35,Nordrhein-Westfalen,"3,849"
2019W35,Rheinland-Pfalz,919
2019W35,Saarland,240
2019W35,Sachsen,"1,06"
2019W35,Sachsen-Anhalt,627
2019W35,Schleswig-Holstein,679
2019W35,Th�ringen,552
2019W36,Germany (until 1990 former territory of the FRG),"15,988"
2019W36,Baden-W�rttemberg,"1,873"
2019W36,Bayern,"2,226"
2019W36,Berlin,611
2019W36,Brandenburg,578
2019W36,Bremen,123
2019W36,Hamburg,277
2019W36,Hessen,"1,123"
2019W36,Mecklenburg-Vorpommern,380
2019W36,Niedersachsen,"1,61"
2019W36,Nordrhein-Westfalen,"3,464"
2019W36,Rheinland-Pfalz,827
2019W36,Saarland,241
2019W36,Sachsen,923
2019W36,Sachsen-Anhalt,578
2019W36,Schleswig-Holstein,607
2019W36,Th�ringen,547
2019W37,Germany (until 1990 former territory of the FRG),"16,303"
2019W37,Baden-W�rttemberg,"1,927"
2019W37,Bayern,"2,274"
2019W37,Berlin,588
2019W37,Brandenburg,549
2019W37,Bremen,131
2019W37,Hamburg,299
2019W37,Hessen,"1,216"
2019W37,Mecklenburg-Vorpommern,383
2019W37,Niedersachsen,"1,659"
2019W37,Nordrhein-Westfalen,"3,511"
2019W37,Rheinland-Pfalz,793
2019W37,Saarland,248
2019W37,Sachsen,990
2019W37,Sachsen-Anhalt,593
2019W37,Schleswig-Holstein,603
2019W37,Th�ringen,539
2019W38,Germany (until 1990 former territory of the FRG),"16,5"
2019W38,Baden-W�rttemberg,"1,856"
2019W38,Bayern,"2,342"
2019W38,Berlin,633
2019W38,Brandenburg,562
2019W38,Bremen,140
2019W38,Hamburg,329
2019W38,Hessen,"1,161"
2019W38,Mecklenburg-Vorpommern,418
2019W38,Niedersachsen,"1,701"
2019W38,Nordrhein-Westfalen,"3,572"
2019W38,Rheinland-Pfalz,902
2019W38,Saarland,240
2019W38,Sachsen,962
2019W38,Sachsen-Anhalt,563
2019W38,Schleswig-Holstein,637
2019W38,Th�ringen,482
2019W39,Germany (until 1990 former territory of the FRG),"17,402"
2019W39,Baden-W�rttemberg,"2,087"
2019W39,Bayern,"2,589"
2019W39,Berlin,657
2019W39,Brandenburg,583
2019W39,Bremen,152
2019W39,Hamburg,310
2019W39,Hessen,"1,187"
2019W39,Mecklenburg-Vorpommern,419
2019W39,Niedersachsen,"1,774"
2019W39,Nordrhein-Westfalen,"3,758"
2019W39,Rheinland-Pfalz,879
2019W39,Saarland,256
2019W39,Sachsen,974
2019W39,Sachsen-Anhalt,575
2019W39,Schleswig-Holstein,630
2019W39,Th�ringen,572
2019W40,Germany (until 1990 former territory of the FRG),"16,899"
2019W40,Baden-W�rttemberg,"1,98"
2019W40,Bayern,"2,485"
2019W40,Berlin,606
2019W40,Brandenburg,563
2019W40,Bremen,147
2019W40,Hamburg,326
2019W40,Hessen,"1,22"
2019W40,Mecklenburg-Vorpommern,399
2019W40,Niedersachsen,"1,685"
2019W40,Nordrhein-Westfalen,"3,72"
2019W40,Rheinland-Pfalz,806
2019W40,Saarland,256
2019W40,Sachsen,990
2019W40,Sachsen-Anhalt,557
2019W40,Schleswig-Holstein,626
2019W40,Th�ringen,533
2019W41,Germany (until 1990 former territory of the FRG),"17,666"
2019W41,Baden-W�rttemberg,"2,079"
2019W41,Bayern,"2,472"
2019W41,Berlin,617
2019W41,Brandenburg,629
2019W41,Bremen,158
2019W41,Hamburg,342
2019W41,Hessen,"1,267"
2019W41,Mecklenburg-Vorpommern,414
2019W41,Niedersachsen,"1,833"
2019W41,Nordrhein-Westfalen,"3,871"
2019W41,Rheinland-Pfalz,880
2019W41,Saarland,260
2019W41,Sachsen,"1,054"
2019W41,Sachsen-Anhalt,632
2019W41,Schleswig-Holstein,651
2019W41,Th�ringen,507
2019W42,Germany (until 1990 former territory of the FRG),"17,713"
2019W42,Baden-W�rttemberg,"2,057"
2019W42,Bayern,"2,533"
2019W42,Berlin,658
2019W42,Brandenburg,666
2019W42,Bremen,144
2019W42,Hamburg,360
2019W42,Hessen,"1,233"
2019W42,Mecklenburg-Vorpommern,409
2019W42,Niedersachsen,"1,73"
2019W42,Nordrhein-Westfalen,"3,917"
2019W42,Rheinland-Pfalz,922
2019W42,Saarland,262
2019W42,Sachsen,"1,03"
2019W42,Sachsen-Anhalt,598
2019W42,Schleswig-Holstein,654
2019W42,Th�ringen,540
2019W43,Germany (until 1990 former territory of the FRG),"17,327"
2019W43,Baden-W�rttemberg,"2,065"
2019W43,Bayern,"2,5"
2019W43,Berlin,625
2019W43,Brandenburg,583
2019W43,Bremen,128
2019W43,Hamburg,360
2019W43,Hessen,"1,176"
2019W43,Mecklenburg-Vorpommern,381
2019W43,Niedersachsen,"1,779"
2019W43,Nordrhein-Westfalen,"3,877"
2019W43,Rheinland-Pfalz,873
2019W43,Saarland,231
2019W43,Sachsen,"1,004"
2019W43,Sachsen-Anhalt,610
2019W43,Schleswig-Holstein,627
2019W43,Th�ringen,508
2019W44,Germany (until 1990 former territory of the FRG),"17,488"
2019W44,Baden-W�rttemberg,"2,084"
2019W44,Bayern,"2,518"
2019W44,Berlin,622
2019W44,Brandenburg,596
2019W44,Bremen,164
2019W44,Hamburg,285
2019W44,Hessen,"1,255"
2019W44,Mecklenburg-Vorpommern,401
2019W44,Niedersachsen,"1,723"
2019W44,Nordrhein-Westfalen,"3,824"
2019W44,Rheinland-Pfalz,844
2019W44,Saarland,257
2019W44,Sachsen,"1,088"
2019W44,Sachsen-Anhalt,575
2019W44,Schleswig-Holstein,677
2019W44,Th�ringen,575
2019W45,Germany (until 1990 former territory of the FRG),"17,859"
2019W45,Baden-W�rttemberg,"2,213"
2019W45,Bayern,"2,562"
2019W45,Berlin,641
2019W45,Brandenburg,627
2019W45,Bremen,148
2019W45,Hamburg,329
2019W45,Hessen,"1,27"
2019W45,Mecklenburg-Vorpommern,425
2019W45,Niedersachsen,"1,765"
2019W45,Nordrhein-Westfalen,"3,83"
2019W45,Rheinland-Pfalz,906
2019W45,Saarland,292
2019W45,Sachsen,"1,027"
2019W45,Sachsen-Anhalt,624
2019W45,Schleswig-Holstein,700
2019W45,Th�ringen,500
2019W46,Germany (until 1990 former territory of the FRG),"18,242"
2019W46,Baden-W�rttemberg,"2,116"
2019W46,Bayern,"2,645"
2019W46,Berlin,693
2019W46,Brandenburg,605
2019W46,Bremen,157
2019W46,Hamburg,364
2019W46,Hessen,"1,348"
2019W46,Mecklenburg-Vorpommern,404
2019W46,Niedersachsen,"1,858"
2019W46,Nordrhein-Westfalen,"3,955"
2019W46,Rheinland-Pfalz,957
2019W46,Saarland,245
2019W46,Sachsen,"1,041"
2019W46,Sachsen-Anhalt,573
2019W46,Schleswig-Holstein,675
2019W46,Th�ringen,606
2019W47,Germany (until 1990 former territory of the FRG),"18,535"
2019W47,Baden-W�rttemberg,"2,243"
2019W47,Bayern,"2,622"
2019W47,Berlin,627
2019W47,Brandenburg,610
2019W47,Bremen,170
2019W47,Hamburg,357
2019W47,Hessen,"1,292"
2019W47,Mecklenburg-Vorpommern,423
2019W47,Niedersachsen,"1,826"
2019W47,Nordrhein-Westfalen,"4,13"
2019W47,Rheinland-Pfalz,976
2019W47,Saarland,260
2019W47,Sachsen,"1,042"
2019W47,Sachsen-Anhalt,656
2019W47,Schleswig-Holstein,698
2019W47,Th�ringen,603
2019W48,Germany (until 1990 former territory of the FRG),"18,581"
2019W48,Baden-W�rttemberg,"2,223"
2019W48,Bayern,"2,669"
2019W48,Berlin,646
2019W48,Brandenburg,641
2019W48,Bremen,166
2019W48,Hamburg,327
2019W48,Hessen,"1,357"
2019W48,Mecklenburg-Vorpommern,455
2019W48,Niedersachsen,"1,884"
2019W48,Nordrhein-Westfalen,"4,076"
2019W48,Rheinland-Pfalz,925
2019W48,Saarland,237
2019W48,Sachsen,"1,066"
2019W48,Sachsen-Anhalt,641
2019W48,Schleswig-Holstein,726
2019W48,Th�ringen,542
2019W49,Germany (until 1990 former territory of the FRG),"19,143"
2019W49,Baden-W�rttemberg,"2,203"
2019W49,Bayern,"2,778"
2019W49,Berlin,716
2019W49,Brandenburg,702
2019W49,Bremen,149
2019W49,Hamburg,365
2019W49,Hessen,"1,374"
2019W49,Mecklenburg-Vorpommern,400
2019W49,Niedersachsen,"1,892"
2019W49,Nordrhein-Westfalen,"4,236"
2019W49,Rheinland-Pfalz,981
2019W49,Saarland,275
2019W49,Sachsen,"1,047"
2019W49,Sachsen-Anhalt,660
2019W49,Schleswig-Holstein,729
2019W49,Th�ringen,636
2019W50,Germany (until 1990 former territory of the FRG),"19,101"
2019W50,Baden-W�rttemberg,"2,295"
2019W50,Bayern,"2,771"
2019W50,Berlin,709
2019W50,Brandenburg,597
2019W50,Bremen,168
2019W50,Hamburg,371
2019W50,Hessen,"1,389"
2019W50,Mecklenburg-Vorpommern,452
2019W50,Niedersachsen,"1,941"
2019W50,Nordrhein-Westfalen,"4,185"
2019W50,Rheinland-Pfalz,936
2019W50,Saarland,253
2019W50,Sachsen,"1,077"
2019W50,Sachsen-Anhalt,662
2019W50,Schleswig-Holstein,712
2019W50,Th�ringen,583
2019W51,Germany (until 1990 former territory of the FRG),"19,062"
2019W51,Baden-W�rttemberg,"2,255"
2019W51,Bayern,"2,793"
2019W51,Berlin,660
2019W51,Brandenburg,686
2019W51,Bremen,126
2019W51,Hamburg,318
2019W51,Hessen,"1,339"
2019W51,Mecklenburg-Vorpommern,431
2019W51,Niedersachsen,"1,912"
2019W51,Nordrhein-Westfalen,"4,097"
2019W51,Rheinland-Pfalz,971
2019W51,Saarland,274
2019W51,Sachsen,"1,211"
2019W51,Sachsen-Anhalt,681
2019W51,Schleswig-Holstein,716
2019W51,Th�ringen,592
2019W52,Germany (until 1990 former territory of the FRG),"18,204"
2019W52,Baden-W�rttemberg,"2,224"
2019W52,Bayern,"2,65"
2019W52,Berlin,704
2019W52,Brandenburg,632
2019W52,Bremen,135
2019W52,Hamburg,327
2019W52,Hessen,"1,294"
2019W52,Mecklenburg-Vorpommern,416
2019W52,Niedersachsen,"1,795"
2019W52,Nordrhein-Westfalen,"3,896"
2019W52,Rheinland-Pfalz,912
2019W52,Saarland,254
2019W52,Sachsen,"1,123"
2019W52,Sachsen-Anhalt,614
2019W52,Schleswig-Holstein,687
2019W52,Th�ringen,541
2020W01,Germany (until 1990 former territory of the FRG),"18,883"
2020W01,Baden-W�rttemberg,"2,229"
2020W01,Bayern,"2,685"
2020W01,Berlin,682
2020W01,Brandenburg,660
2020W01,Bremen,144
2020W01,Hamburg,344
2020W01,Hessen,"1,361"
2020W01,Mecklenburg-Vorpommern,411
2020W01,Niedersachsen,"1,937"
2020W01,Nordrhein-Westfalen,"4,082"
2020W01,Rheinland-Pfalz,924
2020W01,Saarland,266
2020W01,Sachsen,"1,122"
2020W01,Sachsen-Anhalt,724
2020W01,Schleswig-Holstein,758
2020W01,Th�ringen,554
2020W02,Germany (until 1990 former territory of the FRG),"19,408"
2020W02,Baden-W�rttemberg,"2,165"
2020W02,Bayern,"2,764"
2020W02,Berlin,699
2020W02,Brandenburg,703
2020W02,Bremen,178
2020W02,Hamburg,378
2020W02,Hessen,"1,377"
2020W02,Mecklenburg-Vorpommern,413
2020W02,Niedersachsen,"2,054"
2020W02,Nordrhein-Westfalen,"4,193"
2020W02,Rheinland-Pfalz,"1,005"
2020W02,Saarland,259
2020W02,Sachsen,"1,216"
2020W02,Sachsen-Anhalt,634
2020W02,Schleswig-Holstein,747
2020W02,Th�ringen,623
2020W03,Germany (until 1990 former territory of the FRG),"18,953"
2020W03,Baden-W�rttemberg,"2,213"
2020W03,Bayern,"2,695"
2020W03,Berlin,743
2020W03,Brandenburg,677
2020W03,Bremen,134
2020W03,Hamburg,344
2020W03,Hessen,"1,338"
2020W03,Mecklenburg-Vorpommern,421
2020W03,Niedersachsen,"1,902"
2020W03,Nordrhein-Westfalen,"4,197"
2020W03,Rheinland-Pfalz,956
2020W03,Saarland,266
2020W03,Sachsen,"1,09"
2020W03,Sachsen-Anhalt,660
2020W03,Schleswig-Holstein,713
2020W03,Th�ringen,604
2020W04,Germany (until 1990 former territory of the FRG),"18,827"
2020W04,Baden-W�rttemberg,"2,171"
2020W04,Bayern,"2,821"
2020W04,Berlin,739
2020W04,Brandenburg,663
2020W04,Bremen,175
2020W04,Hamburg,340
2020W04,Hessen,"1,394"
2020W04,Mecklenburg-Vorpommern,396
2020W04,Niedersachsen,"1,937"
2020W04,Nordrhein-Westfalen,"3,986"
2020W04,Rheinland-Pfalz,926
2020W04,Saarland,256
2020W04,Sachsen,"1,139"
2020W04,Sachsen-Anhalt,671
2020W04,Schleswig-Holstein,662
2020W04,Th�ringen,551
2020W05,Germany (until 1990 former territory of the FRG),"19,774"
2020W05,Baden-W�rttemberg,"2,37"
2020W05,Bayern,"3,041"
2020W05,Berlin,707
2020W05,Brandenburg,694
2020W05,Bremen,178
2020W05,Hamburg,370
2020W05,Hessen,"1,345"
2020W05,Mecklenburg-Vorpommern,454
2020W05,Niedersachsen,"1,896"
2020W05,Nordrhein-Westfalen,"4,265"
2020W05,Rheinland-Pfalz,"1,012"
2020W05,Saarland,300
2020W05,Sachsen,"1,121"
2020W05,Sachsen-Anhalt,674
2020W05,Schleswig-Holstein,740
2020W05,Th�ringen,607
2020W06,Germany (until 1990 former territory of the FRG),"19,038"
2020W06,Baden-W�rttemberg,"2,277"
2020W06,Bayern,"2,803"
2020W06,Berlin,750
2020W06,Brandenburg,684
2020W06,Bremen,160
2020W06,Hamburg,369
2020W06,Hessen,"1,351"
2020W06,Mecklenburg-Vorpommern,399
2020W06,Niedersachsen,"1,936"
2020W06,Nordrhein-Westfalen,"4,085"
2020W06,Rheinland-Pfalz,936
2020W06,Saarland,262
2020W06,Sachsen,"1,132"
2020W06,Sachsen-Anhalt,648
2020W06,Schleswig-Holstein,709
2020W06,Th�ringen,537
2020W07,Germany (until 1990 former territory of the FRG),"19,648"
2020W07,Baden-W�rttemberg,"2,261"
2020W07,Bayern,"2,883"
2020W07,Berlin,687
2020W07,Brandenburg,723
2020W07,Bremen,181
2020W07,Hamburg,342
2020W07,Hessen,"1,396"
2020W07,Mecklenburg-Vorpommern,424
2020W07,Niedersachsen,"1,969"
2020W07,Nordrhein-Westfalen,"4,3"
2020W07,Rheinland-Pfalz,978
2020W07,Saarland,269
2020W07,Sachsen,"1,198"
2020W07,Sachsen-Anhalt,690
2020W07,Schleswig-Holstein,737
2020W07,Th�ringen,610
2020W08,Germany (until 1990 former territory of the FRG),"18,953"
2020W08,Baden-W�rttemberg,"2,194"
2020W08,Bayern,"2,78"
2020W08,Berlin,688
2020W08,Brandenburg,646
2020W08,Bremen,170
2020W08,Hamburg,351
2020W08,Hessen,"1,302"
2020W08,Mecklenburg-Vorpommern,421
2020W08,Niedersachsen,"1,928"
2020W08,Nordrhein-Westfalen,"4,212"
2020W08,Rheinland-Pfalz,945
2020W08,Saarland,266
2020W08,Sachsen,"1,111"
2020W08,Sachsen-Anhalt,694
2020W08,Schleswig-Holstein,648
2020W08,Th�ringen,597
2020W09,Germany (until 1990 former territory of the FRG),"19,505"
2020W09,Baden-W�rttemberg,"2,294"
2020W09,Bayern,"2,821"
2020W09,Berlin,746
2020W09,Brandenburg,652
2020W09,Bremen,155
2020W09,Hamburg,339
2020W09,Hessen,"1,346"
2020W09,Mecklenburg-Vorpommern,476
2020W09,Niedersachsen,"1,943"
2020W09,Nordrhein-Westfalen,"4,293"
2020W09,Rheinland-Pfalz,989
2020W09,Saarland,293
2020W09,Sachsen,"1,156"
2020W09,Sachsen-Anhalt,662
2020W09,Schleswig-Holstein,744
2020W09,Th�ringen,596
2020W10,Germany (until 1990 former territory of the FRG),"19,667"
2020W10,Baden-W�rttemberg,"2,342"
2020W10,Bayern,"2,768"
2020W10,Berlin,707
2020W10,Brandenburg,638
2020W10,Bremen,188
2020W10,Hamburg,364
2020W10,Hessen,"1,401"
2020W10,Mecklenburg-Vorpommern,452
2020W10,Niedersachsen,"2,025"
2020W10,Nordrhein-Westfalen,"4,389"
2020W10,Rheinland-Pfalz,960
2020W10,Saarland,308
2020W10,Sachsen,"1,125"
2020W10,Sachsen-Anhalt,671
2020W10,Schleswig-Holstein,710
2020W10,Th�ringen,619
2020W11,Germany (until 1990 former territory of the FRG),"19,849"
2020W11,Baden-W�rttemberg,"2,354"
2020W11,Bayern,"2,787"
2020W11,Berlin,694
2020W11,Brandenburg,669
2020W11,Bremen,167
2020W11,Hamburg,350
2020W11,Hessen,"1,417"
2020W11,Mecklenburg-Vorpommern,458
2020W11,Niedersachsen,"1,999"
2020W11,Nordrhein-Westfalen,"4,462"
2020W11,Rheinland-Pfalz,"1,058"
2020W11,Saarland,275
2020W11,Sachsen,"1,099"
2020W11,Sachsen-Anhalt,689
2020W11,Schleswig-Holstein,731
2020W11,Th�ringen,640
2020W12,Germany (until 1990 former territory of the FRG),"19,722"
2020W12,Baden-W�rttemberg,"2,41"
2020W12,Bayern,"2,967"
2020W12,Berlin,680
2020W12,Brandenburg,633
2020W12,Bremen,144
2020W12,Hamburg,355
2020W12,Hessen,"1,326"
2020W12,Mecklenburg-Vorpommern,447
2020W12,Niedersachsen,"2,012"
2020W12,Nordrhein-Westfalen,"4,378"
2020W12,Rheinland-Pfalz,977
2020W12,Saarland,281
2020W12,Sachsen,"1,139"
2020W12,Sachsen-Anhalt,636
2020W12,Schleswig-Holstein,756
2020W12,Th�ringen,581
2020W13,Germany (until 1990 former territory of the FRG),"19,678"
2020W13,Baden-W�rttemberg,"2,485"
2020W13,Bayern,"2,908"
2020W13,Berlin,736
2020W13,Brandenburg,676
2020W13,Bremen,160
2020W13,Hamburg,370
2020W13,Hessen,"1,325"
2020W13,Mecklenburg-Vorpommern,465
2020W13,Niedersachsen,"1,985"
2020W13,Nordrhein-Westfalen,"4,345"
2020W13,Rheinland-Pfalz,940
2020W13,Saarland,303
2020W13,Sachsen,"1,072"
2020W13,Sachsen-Anhalt,656
2020W13,Schleswig-Holstein,705
2020W13,Th�ringen,547
2020W14,Germany (until 1990 former territory of the FRG),"20,662"
2020W14,Baden-W�rttemberg,"2,609"
2020W14,Bayern,"3,27"
2020W14,Berlin,736
2020W14,Brandenburg,715
2020W14,Bremen,188
2020W14,Hamburg,426
2020W14,Hessen,"1,382"
2020W14,Mecklenburg-Vorpommern,432
2020W14,Niedersachsen,"2,064"
2020W14,Nordrhein-Westfalen,"4,429"
2020W14,Rheinland-Pfalz,"1,017"
2020W14,Saarland,313
2020W14,Sachsen,"1,137"
2020W14,Sachsen-Anhalt,644
2020W14,Schleswig-Holstein,693
2020W14,Th�ringen,607
2020W15,Germany (until 1990 former territory of the FRG),"20,502"
2020W15,Baden-W�rttemberg,"2,57"
2020W15,Bayern,"3,284"
2020W15,Berlin,740
2020W15,Brandenburg,681
2020W15,Bremen,161
2020W15,Hamburg,394
2020W15,Hessen,"1,421"
2020W15,Mecklenburg-Vorpommern,419
2020W15,Niedersachsen,"2,031"
2020W15,Nordrhein-Westfalen,"4,484"
2020W15,Rheinland-Pfalz,981
2020W15,Saarland,279
2020W15,Sachsen,"1,149"
2020W15,Sachsen-Anhalt,615
2020W15,Schleswig-Holstein,689
2020W15,Th�ringen,604
2020W16,Germany (until 1990 former territory of the FRG),"19,261"
2020W16,Baden-W�rttemberg,"2,453"
2020W16,Bayern,"3,078"
2020W16,Berlin,668
2020W16,Brandenburg,652
2020W16,Bremen,167
2020W16,Hamburg,387
2020W16,Hessen,"1,371"
2020W16,Mecklenburg-Vorpommern,394
2020W16,Niedersachsen,"1,824"
2020W16,Nordrhein-Westfalen,"4,173"
2020W16,Rheinland-Pfalz,888
2020W16,Saarland,298
2020W16,Sachsen,"1,063"
2020W16,Sachsen-Anhalt,597
2020W16,Schleswig-Holstein,667
2020W16,Th�ringen,581
2020W17,Germany (until 1990 former territory of the FRG),"18,557"
2020W17,Baden-W�rttemberg,"2,27"
2020W17,Bayern,"2,793"
2020W17,Berlin,691
2020W17,Brandenburg,701
2020W17,Bremen,140
2020W17,Hamburg,377
2020W17,Hessen,"1,269"
2020W17,Mecklenburg-Vorpommern,382
2020W17,Niedersachsen,"1,834"
2020W17,Nordrhein-Westfalen,"4,014"
2020W17,Rheinland-Pfalz,914
2020W17,Saarland,248
2020W17,Sachsen,"1,055"
2020W17,Sachsen-Anhalt,622
2020W17,Schleswig-Holstein,675
2020W17,Th�ringen,572
2020W18,Germany (until 1990 former territory of the FRG),"17,92"
2020W18,Baden-W�rttemberg,"2,12"
2020W18,Bayern,"2,701"
2020W18,Berlin,701
2020W18,Brandenburg,587
2020W18,Bremen,157
2020W18,Hamburg,316
2020W18,Hessen,"1,22"
2020W18,Mecklenburg-Vorpommern,421
2020W18,Niedersachsen,"1,791"
2020W18,Nordrhein-Westfalen,"3,861"
2020W18,Rheinland-Pfalz,872
2020W18,Saarland,241
2020W18,Sachsen,"1,113"
2020W18,Sachsen-Anhalt,641
2020W18,Schleswig-Holstein,632
2020W18,Th�ringen,546
2020W19,Germany (until 1990 former territory of the FRG),"17,651"
2020W19,Baden-W�rttemberg,"2,135"
2020W19,Bayern,"2,531"
2020W19,Berlin,683
2020W19,Brandenburg,584
2020W19,Bremen,134
2020W19,Hamburg,365
2020W19,Hessen,"1,279"
2020W19,Mecklenburg-Vorpommern,403
2020W19,Niedersachsen,"1,783"
2020W19,Nordrhein-Westfalen,"3,775"
2020W19,Rheinland-Pfalz,934
2020W19,Saarland,265
2020W19,Sachsen,"1,02"
2020W19,Sachsen-Anhalt,582
2020W19,Schleswig-Holstein,667
2020W19,Th�ringen,511
2020W20,Germany (until 1990 former territory of the FRG),"17,001"
2020W20,Baden-W�rttemberg,"2,009"
2020W20,Bayern,"2,436"
2020W20,Berlin,666
2020W20,Brandenburg,574
2020W20,Bremen,137
2020W20,Hamburg,312
2020W20,Hessen,"1,204"
2020W20,Mecklenburg-Vorpommern,382
2020W20,Niedersachsen,"1,806"
2020W20,Nordrhein-Westfalen,"3,75"
2020W20,Rheinland-Pfalz,847
